app_name,publisher,platform,source_kind,source_url,niche,keyword,rank_position,category,rating,review_count,pricing_type,iap_present,subscription_present,core_features,retention_mechanics,personalization_tags,audience_tags,monetization_notes,collected_at,evidence_quality
"Core Meditation","Hyper Ice, Inc","ios","app_store_search","https://apps.apple.com/us/app/core-meditation/id1490644270?uo=4","mindfulness","gamified meditation","23","Health & Fitness","4.81975","1842","free","","","Core helps you build your inner strength with the most immersive meditation experience out there. This is meditation you can feel, guided by dynamic vibrations, audio and lighting. Connect your Core Meditation Trainer with the app, drop in, and go. Together with the Trainer, the Core app will track your personal progress using stress-level measurements and other biometric data insights. DIVE INTO OUR MEDITATION LIBRARY - Learn new Breath Training techniques, then practice them on your own with Core's guiding vibrations. - Unwind with longer guided classes, or jump into a short 3-minute session — whatever fits your schedule. - Meditations guided by our expert instructors cover a variety of topics, geared towards all experience levels. - Pick a vibration pattern, choose a duration, and drop into one of Core's original ambient and musical soundscapes. Your Core Meditation Trainer pulses alongside your sessions. Depending on the type of meditation, the vibrations will guide you in learning Breath Training techniques, or serve as a gentle reminder to help focus your attention and anchor you in the present. MEASURE YOUR PROGRESS No more wondering whether meditation is actually working for you or not. With the Core Meditation Trainer connected to your app, you can see how meditation is directly affecting your body through several different metrics: - Training - Track your consistency over time. Making meditation a part of your regular routine helps train your brain to respond to it, and unlocks numerous health benefits. - Calm - Calm is represented by the dominance of your parasympathetic nervous system. We measure this based on your heart rate and its variability over time (HRV). With practice, you can train yourself to reach a Calm state more quickly. - Focus - Some techniques get you energized, priming your mind and activating your senses into a highly responsive state. Core measures how much time you spend in a Focused state by the pattern of your heart rhythm. After each meditation, Core will show you how Calm and Focused you were. Long-term historical graphs lets you see how your resilience to stress is changing over time, and track your progress with daily streaks. Core will also integrate with Apple HealthKit to share Mindful Minutes and read data to improve the accuracy of your biometric insights. DEEPEN YOUR PRACTICE WITH CORE PREMIUM Go Premium to access our always-growing library of on-demand meditation classes. New sessions are added daily by our team of expert instructors, so you never get bored. Follow along with your favorite instructors to stay inspired and centered. All new users automatically receive a free 2-week trial of our premium content. After that, Core offers two auto-renewing subscription plans: $9.99 per month $69.99 for one year (that's less than $6 a month) The subscription will automatically renew unless turned off in your iTunes Account Settings at least 24 hours before the current period ends. You can go to your iTunes Account settings to manage your subscription and turn off auto-renew. Your iTunes Account will be charged when the purchase is confirmed. If you subscribe before your free trial ends, the rest of your free trial period will be forfeited as soon as your purchase is confirmed. Read our privacy policy here: [https://www.hellocore.com/privacy](https://www.hellocore.com/privacy) Read our terms and conditions here: [https://www.hellocore.com/terms](https://www.hellocore.com/terms)","","","","","2026-05-31T01:49:13.465Z","high"
"Breathing Room Meditation","OWA Holdings, Inc.","ios","app_store_search","https://apps.apple.com/us/app/breathing-room-meditation/id1475022733?uo=4","mindfulness","gamified meditation","34","Health & Fitness","4.91584","202","free","","","MEDITATIONS THAT MOVE YOU Make room for your best self. Join millions of people who have taken the next step in their meditation journey. Breathing Room uses a time-tested meditation flow to engage the senses and help you create an inspired, consistent practice. The app includes guided meditations to help you sleep better, manage anxiety, reduce stress, and improve focus. Learn how to move with ease through life. WHAT’S INSIDE Whether you are new to meditation or already enjoy the benefits, our guided meditations empower you to manage the pressures of modern life with ease and strength. Have five minutes in the morning or 30 on the weekend? Our expanding library of meditations for sleep, breathing and stress management, meets you where you are and fits your lifestyle. GUIDED MEDITATIONS Connect and stay inspired with experienced teachers and engaging meditations. VARIETY OF TOPICS Hundreds of guided meditations on topics like sleep, breathing, stress, and anxiety. CONVENIENT ACCESS Join us with the tap of a finger. Our meditation app is simple to use and accessible from anywhere. PROVEN SYSTEM Our meditation system, designed by Preetahji and Krishanji of the O&O Academy, has transformed the lives of millions worldwide. It combines the best of ancient practices, timeless wisdom and modern science. MAKE ROOM FOR YOUR BEST SELF - Sleep better - Boost confidence - Improve focus - Increase energy - Reduce stress & anxiety - Breathe deeply - Become strong & resilient - Find calm WHY CHOOSE BREATHING ROOM? Breathing Room is more than a meditation app. It features relatable topics, experienced teachers and a unique sensory approach to keep your mind engaged. Our meditations are created by the O&O Academy in India, an established center for consciousness and transformation. Our beautiful, masterful and inspiring meditations make creating a regular practice effortless. Join the millions who have changed their life by simply participating in the joy of sound, movement and breath. To access all features and content you can subscribe to Breathing Room Meditation on a monthly or yearly basis with an auto-renewing subscription right inside the app.* Pricing can vary by region and will be confirmed before purchase in the app. In app subscriptions will automatically renew at the end of their cycle. * All payments will be paid through your iTunes Account and may be managed under Account Settings after the initial payment. Subscription payments will automatically renew unless deactivated at least 24-hours before the end of the current cycle. Your account will be charged for renewal at least 24-hours prior to the end of the current cycle. Any unused portion of your free trial will be forfeited upon payment. Cancellations are incurred by disabling auto-renewal. Terms of Service: https://www.breathingroom.com/tos Privacy Policy: https://www.breathingroom.com/privacy Have questions, ideas, or feedback? Email us at support@breathingroom.com","","","","","2026-05-31T01:49:13.465Z","high"
"Unlimited - Meditation Player","Sean Sassenrath","ios","app_store_search","https://apps.apple.com/us/app/unlimited-meditation-player/id6447492524?uo=4","mindfulness","gamified meditation","38","Lifestyle","4.37615","109","free","","","Welcome to Unlimited Meditation Player, a tool for your Dispenza meditation practice. - Playlists - Link meditations together and play them back-to-back for a seamless practice - Meditation Library - Store all your Dispenza meditations in one place - Enhanced Meditation Player - Seamlessly include breathwork to autoplay before any meditation - Insights - Gain meaningful insight into your practice such as tracking your meditations and streaks - Journaling - Set an intention before your meditation and add notes after - Growing Support - Help us expand our supported meditation list by submitting unrecognized files directly from the app Become unlimited with our Unlimited Meditation Player! ** Note: You must already own meditations. We do not provide any meditations. **","","","","","2026-05-31T01:49:13.465Z","high"
"10% with Dan Harris","10 Percent Media LLC","ios","app_store_search","https://apps.apple.com/us/app/10-with-dan-harris/id6755701096?uo=4","mindfulness","gamified meditation","39","Health & Fitness","4.89871","928","free","","","The world is insane. You don’t have to be. 10% with Dan Harris brings together meditation and community in one simple place, so practice feels doable and way less lonely. The idea behind 10% is simple: the mind is trainable. Qualities like focus, calm, and compassion aren’t fixed traits; they’re skills you can learn. Most meditation apps are libraries of one-way content. 10% is different. It’s about experience and connection with trusted teachers and a community that has your back. What’s Inside • Guided Meditations A library of guided sessions to help with stress, focus, sleep, relationships, self-compassion, and more. Practices vary in length and style and are always led by experienced teachers who keep things practical and grounded. • Live Stream Events Join live meditations and Q&As where you can practice alongside others and ask questions. Replays are always available if you can’t make it live. • Ad-Free Podcast Listen to the 10% Happier podcast ad-free for thoughtful, practical conversations about how to do life better — all without interruptions. Each episode includes a concise summary of insights, time-stamped highlights, and transcripts, so you can easily revisit what matters most. • Community Spaces Join conversations, share reflections, or just read along. A space to feel supported and part of something real.","","","","","2026-05-31T01:49:13.465Z","high"
"Let's Meditate Guided Meditate","Tu Phan","ios","app_store_search","https://apps.apple.com/us/app/lets-meditate-guided-meditate/id1457163072?uo=4","mindfulness","gamified meditation","44","Health & Fitness","3.10526","19","paid","","","1. Simple design. Easy to use. A very straightforward approach to guided meditation; no clutter, no distraction. Just choose a track and hit play. It’s as simple as it can get. 2. Variety of content. A curated list of guided meditation tracks catering to a wide variety of topics to suit your situation; including anxiety, body scan, healing, sleep and many more. 3. Short as well as long meditation tracks. Take a quick break from your routine with meditation tracks as short as 5 minutes; or recharge yourself thoroughly with meditation tracks lasting over 40 minutes. 4. With offline support. Offline use the meditation tracks that listen to them even when you are offline. 5. No ads. No sign ups. Ads and sign-ups do the opposite of relaxing and calming the users; and that is not what we want you to experience. A clean interface to help us keep the experience soothing for you.","","","","","2026-05-31T01:49:13.465Z","high"
"Meditation Timer + Log","Applorium Ltd","ios","app_store_search","https://apps.apple.com/us/app/meditation-timer-log/id1079884675?uo=4","mindfulness","gamified meditation","50","Health & Fitness","4.65359","153","free","","","Meditation Timer & Log is easy to use and has bubbly feeling to lift you up. Practice meditation the way you like it, and we will help you to personalize and keep track of your meditation activities. Core Features: - Highly Customizable Meditation Timer, yet super simple to use - A variety of bells and background sounds to choose from - Achievements and Badges to friendly boost your motivation to meditate - Meditation History Information and Statistics, Meditation Activity Graph - Option to Save and Load Custom Meditation Presets - Apple Health Integration and iCloud Synchronization: your meditation history can be sent to Apple Health, if you choose so in app settings. This app does not provide guided meditations. We are here to help you grow, so if having any ideas how the app could benefit you more - don't hesitate and let us know at timer-app@telesoftas.com What people say about Meditation Timer & Log: ""Perfect! This app is amazing! It's so flexible and you can set it up just the way you want it. I love it!"" ""Very simple and easy to use. Excellent for the beginner or a seasoned meditator!"" ""No advertisements, possibility to set meditation time and an interval bell, and a clear meditation log with a graph… I love this app and want to thank the author for sharing it freely."" ""Great app! Simple and easy to use. Nice customizations and meditation history. Get this one!""","","","","","2026-05-31T01:49:13.465Z","high"
"Mindspo - Manifest & Affirm","Mindspo Retreats LLC","ios","app_store_search","https://apps.apple.com/us/app/mindspo-manifest-affirm/id1605382203?uo=4","mindfulness","gamified meditation","54","Lifestyle","4.76445","242","free","","","Transform your phone from your biggest distraction into your most powerful tool for manifestation, meditation, and nervous system regulation. Mindspo is the all-in-one app that helps you manifest your dreams, calm your nervous system, and reclaim your peace. Whether you're burnt out, anxious, scattered across too many apps, or ready to finally make manifestation work, Mindspo meets you where you are. VISION BOARD MOVIES Bring your vision board to life with animated manifestation movies. Choose from our library (wealth, love, health, travel, lifestyle) or build your own with your images, affirmations, and music. Unlike static vision boards that collect dust, Vision Board Movies travel with you, creating the emotional state required for manifestation anytime, anywhere. MEDITATION AND VISUALIZATION LIBRARY 100+ guided meditations, visualizations, dreamscapes, and mantra practices. From 5-minute anxiety relief to deep manifestation journeys, our library works with your real life and schedule. 75 REGULATE: NERVOUS SYSTEM HEALING JOURNEY Our signature 75-day program to calm your dysregulated nervous system and break free from burnout, anxiety, and survival mode. Combines somatic practices, breathwork, EFT tapping, and meditation in just 15 minutes a day. Perfect for: - Chronic anxiety, stress, or burnout - Sleep issues and racing mind - Emotional reactivity and triggers - Brain fog and inability to focus EFT TAPPING VIDEOS Release limiting beliefs, emotional blocks, and stress with Emotional Freedom Technique. Includes a 10-Day Money Magnetism Journey, anxiety relief, self-worth sessions, and more. CUSTOM PUSH NOTIFICATIONS Transform your phone into a tool for daily encouragement. Schedule custom affirmations to appear on your lock screen and build positive habits. FUTURE FEED Stop doomscrolling and start vision scrolling. Upload images of your desired future and create an infinite scroll of what you're calling in. Same dopamine, but aligned with your goals. TRANSFORMATION JOURNEYS 75 Regulate - 75 days of nervous system healing 21-Day Meditation Challenge - Build lasting habits 28-Day Identity Shift - Become your future self 10-Day Money Magnetism - Release financial blocks WHO IS MINDSPO FOR? - Tired of tools scattered across multiple apps - Struggle to stay consistent with manifestation - Vision board collecting dust - Burnt out, anxious, or unable to sleep - Know your nervous system needs support - Phone makes you feel overwhelmed - Ready for one tool that brings everything together WHY MINDSPO IS DIFFERENT ALL-IN-ONE: Meditation, manifestation, nervous system regulation, EFT, and vision boards in one app. REAL LIFE FRIENDLY: 15-minute practices for busy schedules. SCIENCE-BACKED: Blends ancient wisdom with modern neuroscience. PHONE REINVENTED: Turn distraction into focus and clarity. REAL RESULTS 4.8/5 Rating 50,000+ nervous systems supported ""I finally slept through the night for the first time in 3 years after just the first week."" - Sarah P. ""I stopped reacting to everything. This journey has been a game changer."" - Patricia S. GET STARTED Enjoy a 7-day free trial and begin transforming your mind, habits, and nervous system. Give yourself the gift of peace, clarity, and a life you love. FEEDBACK Go to 'Send Feedback' in the menu. LEGAL Privacy Policy: https://mindspo.app/privacy-policy Terms of Use: https://mindspo.app/terms-and-conditions","","","","","2026-05-31T01:49:13.465Z","high"
"Meditation Timer - Zenitizer","Manuel Kehl","ios","app_store_search","https://apps.apple.com/us/app/meditation-timer-zenitizer/id6444767911?uo=4","mindfulness","gamified meditation","55","Health & Fitness","4.76238","202","free","","","Take the next step on your meditation journey! Do you find guided meditations distracting? Does the narration get in the way of reaching a deeper meditative state? It’s time to upgrade your practice with Zenitizer: • Create routines that work for you • Stay in the moment with interval bells • Immerse yourself in calming soundscapes Zenitizer makes it easy to turn meditation into a daily habit minus the overthinking so you can embrace the serenity of now. Download Zenitizer now to get started! FEATURE OVERVIEW: • Clean & simple meditation timer • Calming soundscapes help you relax • Interval bells remind you to focus on the present moment • Detailed, meaningful meditation statistics allow you to observe trends • Set your daily meditation goal and track your streak to stay motivated • Daily reminder notifications help you stay on track • Make meditation part of your daily routine: Smart Reminders can notify you based on Focus modes, workouts, location, wake up & alarms and much more! • Full meditation history view allowing you to see, edit or log individual sessions and reflect on your journey • Interactive and StandBy Widgets: start meditations right from your Home Screen or Lock Screen • Apple Health: store and sync your mindful minutes • Save your favorite timer settings as routines • Always keep your meditations, streaks and custom routines in sync via iCloud • Widgets and Apple Watch complications: your goal at a glance • Control Center: quickly toggle your favorite meditations • Dark & tinted app icons & widgets • Don't worry about breaking your streak: one minute a day is enough (you only need to reach your goal to grow the streak, not to keep it) • Easily log past meditations without recording a timer session (just went on a mindful walk? Quickly save 30 mindful minutes) • Siri Shortcuts: start routines, log meditations and query your goal and streaks. Imagine the possibilities! How about an automation to start a meditation, enable a Focus mode and set a HomeKit scene with a single command? • Privacy-friendly by design: health data is securely stored on your device and, if enabled, in Apple Health and iCloud (fully encrypted). Your data is never sold to anyone! • Spotlight Integration: quickly start or log meditations and check your goal and streak FREE & POWER USER FEATURES: Many of the core features are available for free but some functionality requires Zenitizer+, which is available as a one-time purchase or subscription (you choose which plan fits best into your life - they all unlock the full feature set). Zenitizer+ allows you to create and manage routines, access the growing catalog of bell and background sounds, manually log meditations and fully customize your meditation experience. By upgrading to Zenitizer+ you can take your meditation experience to the next level and allow an independent app developer to continue improving and maintaining Zenitizer for a long time to come :) Terms of Use: https://www.apple.com/legal/internet-services/itunes/dev/stdeula/","","","","","2026-05-31T01:49:13.465Z","high"
"Habitica: Gamified Taskmanager","HabitRPG, Inc","ios","app_store_search","https://apps.apple.com/us/app/habitica-gamified-taskmanager/id994882113?uo=4","mindfulness","gamified meditation","62","Productivity","4.03233","2289","free","","","Habitica is a free habit-building and productivity app that uses retro RPG elements to gamify your tasks and goals. Use Habitica to help with ADHD, self care, New Year’s resolutions, household chores, work tasks, creative projects, fitness goals, back-to-school routines, and more! How it works: Create an avatar then add tasks, chores, or goals you’d like to work on. When you do something in real life, check it off in the app and receive gold, experience, and items that can be used in-game! Features: • Automatically repeating tasks scheduled for your daily, weekly, or monthly routines • Flexible habit tracker for tasks you want to do multiple times a day or only once in awhile • Traditional to do list for tasks that only need to be done once • Color coded tasks and streak counters help you see how you’re doing at a glance • Leveling system to visualize your overall progress • Tons of collectable gear and pets to suit your personal style • Inclusive avatar customizations: wheelchairs, hair styles, skin tones, and more • Regular content releases and seasonal events to keep things fresh • Parties let you team up with friends for extra accountability and battle fierce foes by completing tasks • Challenges offer shared task lists you can add to your personal tasks • Guilds let you connect with others that share your interests and goals • Reminders and widgets to help keep you on track • Customizable color themes with dark and light mode • Syncing across devices — Habitica is an open-source app run by a small team that’s made better by the work of volunteers who contribute pixel art, translations, bug fixes, and more. If you’d like to contribute, reach out! Community, privacy, and transparency are important to us. Your tasks are private and we don’t sell your personal data to third parties. Check out our instagram or twitter(@habitica) for the latest news, announcements, and feature spotlights! —- Habitica can be fully enjoyed for free, but if you would like to help support us, we offer optional in-app purchases and subscriptions. If you choose to purchase a subscription, payment will be charged to your Apple account only when you confirm your purchase. There are four types of optional Habitica subscriptions: $4.99 every month; $14.99 every three months; $29.99 every six months; and $47.99 every year, which is a 20% discount! (Prices may vary by location.) Subscriptions renew automatically unless cancelled at least 24 hours prior to the end of the current period. You can manage your subscription and turn off auto-renewal in your Apple Account Settings after purchase. Thanks for choosing Habitica! Terms of use: https://habitica.com/static/terms","","","","","2026-05-31T01:49:13.465Z","high"
"Fluid - Relax Meditate Sleep","Ronan Stark","ios","app_store_search","https://apps.apple.com/us/app/fluid-relax-meditate-sleep/id1424248915?uo=4","mindfulness","gamified meditation","64","Health & Fitness","4.6317","896","free","","","Oddly satisfying, proven relaxing, focus enhancing or sleep inducing meditation app. Use your auditory, visual and kinesthetic senses for a perfect meditation and relaxation session. Improve focus, get to sleep faster, reduce stress, meditate better. Guided sessions, sleep sessions, visual based meditations, sounds, music, quotes, it’s all here. Whether you have only 2 minutes or 30 Fluid will help you relax by grasping your key senses, in a way that can be felt as soon as you use it. The meditation app market is quite crowded but after playing around and stumbling upon the concept we just had to bring this to the masses. Our goal ? To do our best to make your day a bit better and you happier. - Visual Meditation : You will find something strangely soothing and pleasing about watching and directing the fluid. One of your biggest senses will be taken in focus rather than be forced to shut down, this is perfect especially if you’re just starting out with meditations. On top of that, just give it to a child and you will see them enthralled, they love it. Use up to 5 fingers to draw patterns as you’re guided by the music to wind down and relax. - Guided Sessions : get a guided meditation or listen to a story with high quality audio, soothing music that will either help you relax or get to sleep and stay asleep. (We will be adding more of these as we go) - Sleep Sounds : play your favorite noises and sounds with or without background music, mix multiple of them and enjoy the calmness. - Quotes : a section to soak up some wonderful quotes, after a meditation you can jump in and relax as the music and visuals continue. - Roam, enjoy the fluid flow ? Simply open this section up and enjoy creating patterns and relaxing without having to do anything else. Fluid is free but also offers Premium subscription packages: Starting: Monthly - $1.99 Yearly $15.99 Prices shown are in U.S. Dollars and may vary, depending on location. Prices may be shown in your local currency in the app or the equivalent in U.S. dollars The payments are regular Apple in-app subscriptions. Subscriptions are used to unlock all Premium/Pro features of the app for as long as the subscription is valid, without limitations. Payment will be charged to iTunes account at confirmation of purchase. Account will be charged for renewal within 24-hours prior to the end of the current period, with the price of the chosen subscription package . The subscription auto renews unless it is turned off at least 24h before the end of the current subscription. Subscriptions may be managed from your Account Settings and auto renewal may also be turned off by going to your iTunes account settings after the purchase at anytime.Any unused portion of a free trial period will be forfeited upon purchase of a subscription. Privacy Policy : https://www.unicornapps.com/fluid-relax-meditate-sleep-privacy-policy/ Terms of Use : https://www.unicornapps.com/fluid-meditate-relax-sleep-terms-privacy/","","","","","2026-05-31T01:49:13.465Z","high"
"Lotus Bud Meditation Timer","Chad Sager","ios","app_store_search","https://apps.apple.com/us/app/lotus-bud-meditation-timer/id731742827?uo=4","mindfulness","gamified meditation","65","Health & Fitness","4.59999","5","free","","","Regular meditation positively impacts your sense of well being and contributes to a healthy and happy lifestyle. We believe in making great software that helps you get the most out of a regular meditation practice. Lotus Bud is focused on helping you make your life better through regular meditation. Features Available for Free • Start your meditation and be gently informed that your meditation is complete by a beautiful singing bowl sound. • Set your meditation duration base on the number of minutes you want to meditate, or until a specific time. • Today widget, get a sense of your meditation practice at a glance, and if you haven't meditated today, start your meditation from the Today screen. • Play a short bell at the beginning of your meditation, this can be turned off in settings. • Beautiful interface that's quiet, thoughtful and supportive of your practice. • Set a reminder to meditate, pick the time and days you want it to repeat on. • Interactive reminders, let's you start meditating with a tap, or be reminded later. • Control the interface with gestures. -- Swipe up or down when selecting a meditation time to increment in five minute chunks. -- Triple tap to start or end your meditation. -- Double tap to pause your meditation. -- Single tap to show controls that hidden controls that hide when not needed. • Meditate using your Apple Watch! Features Available through the Intention & Reflection In-App Purchase • Meditation history and Intention settings sync via iCloud. • Reflect on your meditation history and leave notes for yourself about your meditation. • Set your Intention and see how you're doing over time. • Your Intention gradually lengthens your meditation duration after each completed meditation. • Share a note or the app with other users, with Facebook, Twitter, Messages, Mail, Airdrop, etc. Be sure and check out Lotus Bud - Mindfulness Bell for a way to support you meditation practice throughout the day.","","","","","2026-05-31T01:49:13.465Z","high"
"Heart of the Matter Meditation","Heart of the Matter","ios","app_store_search","https://apps.apple.com/us/app/heart-of-the-matter-meditation/id1233580178?uo=4","mindfulness","gamified meditation","66","Health & Fitness","5","11","free","","","The Heart of the Matter Meditation is a meditation that is one of a kind. It is specifically designed to help you manage the challenges and demands of our modern culture. It meets you right where you are. No matter how full or stressful your life is, you can release whatever is in the way of feeling peaceful and connected so that you can think clearly which is an essential step toward taking the actions you want and need to take in your life. HOW THIS MEDITATION IS DIFFERENT It incorporates body, mind, heart and spirit through both activity and stillness. You can move your body! We use lots of different moods of music—from quiet instrumental to intense, to longing to movement. You can move through stored up emotions to help you calm your mind. You learn how to think in a focused, organized way. You can have profound spiritual experiences. BENEFITS OF THIS MEDITATION You may be familiar with several forms of meditation. Or this may be your first step. The good news is that this meditation practice is for anyone who wants: Peace in your everyday life Freedom from stress and anxiety Ability to think clearly and take action More love for yourself and with others A spiritual connection Access to your true qualities A way to navigate a full life with balance Joy in everything you do FEATURES Free access to Let’s Get Started package, a series of 7 meditations and talks designed for those new to this meditation. Free access to additional 10 and 30-minute meditations to continue your practice. Once you have subscribed, you will have access to 110+ meditations that are 10+, 30 and 45+ minutes in length in our ever increasing library. You will also have access to talks and tools for conscious living. Saving feature for saving your favorite meditations and ability to share about your experience on Facebook. We invite you to download our App and join the thousands of people around the world who are using this meditation practice and finding the truth of who they really are, living a life of freedom and taking bold action to bring love into this world. Monthly or Annual Subscriptions Are Available BENEFITS OF SUBSCRIBING Immediate access to the complete library of 10, 30 and 45-minute meditations. Receive first access to new content and our most recent meditations. Access live-streamed meditations Monday-Friday using the app. SUBSCRIPTION DETAILS Payment will be charged to your iTunes Account at confirmation of purchase. Subscription automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period. Your account will be charged for renewal within 24-hours prior to the end of the current period at your current subscription price. Subscriptions may be managed by you and auto-renewal may be turned off by going to your iTunes & App Store Account Settings on your device after purchase. All free features will continue to be available after subscription purchase. PRIVACY To log into the app we'll collect your name and email address, which we will never release to any other third party and use only to tell you about our products or services. Review our Privacy Policy here: https://heartofthemattermeditation.com/privacy.html TERMS You can also review our Terms of Use here: https://heartofthemattermeditation.com/terms.html","","","","","2026-05-31T01:49:13.465Z","high"
"Simetim Meditation Timer","Nishco Ltd","ios","app_store_search","https://apps.apple.com/us/app/simetim-meditation-timer/id829598358?uo=4","mindfulness","gamified meditation","67","Health & Fitness","4.65","20","free","","","Simetim is a simple and easy-to-use meditation timer and tracker. In the free version, you get timers with bells, a progress bar, and a counter to keep track of your sessions. The paid version offers more. You can track your progress, set reminders, and choose from more themes, pictures, and sounds. It's designed to help you with your meditation journey, no matter your experience level. The app's main color theme is soft and low-contrast, perfect for meditating in low light. Simetim is here to support your meditation and mindfulness practice. As Alan Watts once said, it helps you 'quieten your mind and come to your senses.' We always want to make Simetim better, so we'd love to hear from you. Please send your feedback to support@nishco.zendesk.com or use the feedback button in the app. Note: Some features shown are only in the paid version. Check below for a full list. Features: • Easy-to-see progress bar • Start and end bells • Dark, easy-on-the-eyes color theme • Timer with various display options • Simple gesture controls • Customizable warm-up and cool-down times • Choose your background image • The app works in the background • Connects with the Health App to track Mindful Minutes (with your permission) Paid Version Extras: • Track your sessions (sync with iCloud, add notes, save background sessions) • View your progress with graphs (daily, weekly, monthly, yearly) • Set reminders • Save your favorite settings • Interval sounds (at set or random times) • More background images and themes • More sounds • Export your session data as a CSV file","","","","","2026-05-31T01:49:13.465Z","high"
"Urban Meditation","Urban Detox LLC","ios","app_store_search","https://apps.apple.com/us/app/urban-meditation/id1612728268?uo=4","mindfulness","gamified meditation","68","Health & Fitness","5","48","free","","","Our goal at Urban Meditation is to maximize your meditation experience making it easy for you to reach a meditative state. Our meditations are audio guided on warm infrared lava floors, we aromatherapy, light therapy, crystals, oils which are all designed to help you reach a meditative state easily. With consistent practice you will find yourself make better decisions, feeling more positive and have the ability to make life’s challenges easier to deal with. We wanted to make meditation easy and effortless and not to mention FAST. So with that in mind we created a 30 minute immersive experience that calms your senses and is scientifically proven to calm the central nervous Guided Meditation - Is like listening to your favorite song with benefits. Helps you drown out the noise and critically think. Enabling you to gain a new perspective on stressful situations. Book your class today! APPLE HEALTHKIT We also use HealthKit to allow users to share their activity and workout data with the app. This data is used to incentivise users to stay active.","","","","","2026-05-31T01:49:13.465Z","high"
"Flow Lab: Growth Mindset Coach","Quantum Craft UG (haftungsbeschränkt)","ios","app_store_search","https://apps.apple.com/us/app/flow-lab-growth-mindset-coach/id1443895231?uo=4","mindfulness","gamified meditation","69","Health & Fitness","4.83893","894","free","","","Flow Lab is your digital performance & mindset coach to improve your concentration, self-confidence & grit through personalized guided meditation and coaching exercises. Based on research in Positive Psychology our digital coach analyzes your mental and emotional state and generates your individual flow profile by asking you about your challenges, feelings and experiences on a daily basis. In your weekly schedule you will find guided meditations that help you to find the concentration and motivation to overcome procrastination to unlock peak performance and productivity. Our Flow Coaching helps you develop a growth mindset that gives you the self confidence, optimism and grit to step out of your comfort zone and find into the Flow State - the mental state where peak performance and productivity feel fun and effortless. Did you know that in Flow we are up to 5 times more productive, increase our creativity by up to 600% and learn up to 5 times faster! MENTAL TRAINING TECHNIQUES YOU’LL FIND IN OUR FLOW SESSIONS: - Mindfulness Meditations - Breathing Exercises - Goal Setting - Visualization - Positive Affirmations - Mindset Priming - Hypnosis - Relaxation - Inspirational Quotes - and others from Cognitive Behavioral Therapy, Mental Coaching and Performance Psychology WHAT DO YOU TRAIN WITH FLOW LAB? Focus - Strengthen your self-awareness, concentration and attentional control to productively manage distractions and mind wandering. Ease - Learn to balance yourself emotionally to remain calm and level-headed - even under stress. Optimism - Develop the self-confidence and positive thinking habits to master difficult challenges with determination and joy. Drive - Increase your grit, stoicism and perseverance and develop a growth mindset that fuels the motivation you need to achieve your goals. HOW DO YOU TRAIN WITH FLOW LAB? With Flow Lab you train your mind in guided audio sessions to master your everyday challenges with more flow. Through mindfulness-based meditation and breathing exercises you will increase your ability to concentrate and your emotional balance. But Flow Lab is more than traditional mindfulness training: Science-based mental training exercises from positive neuroplasticity training and cognitive behavioral therapy also help you cultivate positive emotions, overcome limiting beliefs and develop an optimistic and resilient mindset. SUBSCRIPTIONS AND CONDITIONS The subscription is automatically renewed unless it is cancelled at least 24 hours before the end of the current term. Your iTunes account will be charged for the next term within 24 hours of the current subscription expiring. You can turn off automatic renewal at any time via iTunes Account Settings. Flow Lab integrates with the Apple Health app. If you chose to connect Flow Lab with Apple Health you will be able to track your meditations as mindful minutes. Learn more about our privacy policy and terms and conditions here: https://theflowlab.de/en/privacy-policy/ https://theflowlab.de/en/terms-and-conditions/","","","","","2026-05-31T01:49:13.465Z","high"
"Meditation: Box Breathing","Leno Labs","ios","app_store_search","https://apps.apple.com/us/app/meditation-box-breathing/id1608824279?uo=4","mindfulness","gamified meditation","70","Health & Fitness","4.94444","18","free","","","Meditate and sleep soundly. Our app offers guided mediation that will help you relax after a stressful day. Download the app today and give it a try! Key features: • Follow our guided meditation even if your eyes are closed. • Custom breathing duration settings - find an experience that is right for you. • The app is completely free. We don't run ads.","","","","","2026-05-31T01:49:13.465Z","high"
