capture_id,segment_name,participant_slot,test_id,priority,test_type,metric,capture_status,prompt_to_run,observed_answer_or_score,success_flag,fatal_objection_flag,exact_quote,researcher_notes,claim_update_target
"ICP_D_T03_P06","Habit and progress users","P06","ICP_D_T03","P0_top_two","prototype_loop","comprehension=yes/no; meaning_lift_1_5; loop_completion","not_started","Show a simple flow: personal meaning prompt -> one daily action -> short reset -> avatar/identity change -> tomorrow hook. Ask participant to narrate what they think is happening and complete one simulated loop.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T04_P06","Habit and progress users","P06","ICP_D_T04","P0_top_two","positioning_test","preferred_concept; differentiation_1_5","not_started","Compare three one-line concepts: current tool, generic habit/coach app, and Alina angle: ""One meaningful action with forgiving visible progress, not another task manager."". Ask which they would try first and why.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T05_P06","Habit and progress users","P06","ICP_D_T05","P0_top_two","willingness_to_pay","current_paid_behavior=yes/no; acceptable_price_range; paid_feature_rank","not_started","Ask what they currently pay for in coaching|mindfulness, then test paid depth: richer analysis, custom rituals, advanced avatar/progress history, and coaching-style review.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T06_P06","Habit and progress users","P06","ICP_D_T06","P0_top_two","disconfirmation","fatal_objection=yes/no; top_objection","not_started","Ask directly: ""What would make this feel unsafe, cringe, manipulative, generic, or not for you?"" Probe against known risk: The free loop must demonstrate value before asking for deeper paid analysis or personalization.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T01_P07","Habit and progress users","P07","ICP_D_T01","P0_top_two","screener","recent_behavior_match=yes/no","not_started","Ask: ""Which apps, rituals, games, journals, coaches, avatars, or guidance tools did you use in the last 30 days, and what triggered the last use?"" Match against: Uses habit trackers, planners, streaks, routines, journals, or AI coaches to stay consistent.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T02_P07","Habit and progress users","P07","ICP_D_T02","P0_top_two","problem_interview","specific_episode + workaround + pain_intensity_1_5","not_started","Ask for the last real moment when they needed this job: Make vague growth concrete and keep momentum without streak anxiety.. Capture exact language, workaround, emotional stakes, and what they tried instead.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T03_P07","Habit and progress users","P07","ICP_D_T03","P0_top_two","prototype_loop","comprehension=yes/no; meaning_lift_1_5; loop_completion","not_started","Show a simple flow: personal meaning prompt -> one daily action -> short reset -> avatar/identity change -> tomorrow hook. Ask participant to narrate what they think is happening and complete one simulated loop.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T04_P07","Habit and progress users","P07","ICP_D_T04","P0_top_two","positioning_test","preferred_concept; differentiation_1_5","not_started","Compare three one-line concepts: current tool, generic habit/coach app, and Alina angle: ""One meaningful action with forgiving visible progress, not another task manager."". Ask which they would try first and why.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T05_P07","Habit and progress users","P07","ICP_D_T05","P0_top_two","willingness_to_pay","current_paid_behavior=yes/no; acceptable_price_range; paid_feature_rank","not_started","Ask what they currently pay for in coaching|mindfulness, then test paid depth: richer analysis, custom rituals, advanced avatar/progress history, and coaching-style review.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T06_P07","Habit and progress users","P07","ICP_D_T06","P0_top_two","disconfirmation","fatal_objection=yes/no; top_objection","not_started","Ask directly: ""What would make this feel unsafe, cringe, manipulative, generic, or not for you?"" Probe against known risk: The free loop must demonstrate value before asking for deeper paid analysis or personalization.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T01_P08","Habit and progress users","P08","ICP_D_T01","P0_top_two","screener","recent_behavior_match=yes/no","not_started","Ask: ""Which apps, rituals, games, journals, coaches, avatars, or guidance tools did you use in the last 30 days, and what triggered the last use?"" Match against: Uses habit trackers, planners, streaks, routines, journals, or AI coaches to stay consistent.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T02_P08","Habit and progress users","P08","ICP_D_T02","P0_top_two","problem_interview","specific_episode + workaround + pain_intensity_1_5","not_started","Ask for the last real moment when they needed this job: Make vague growth concrete and keep momentum without streak anxiety.. Capture exact language, workaround, emotional stakes, and what they tried instead.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T03_P08","Habit and progress users","P08","ICP_D_T03","P0_top_two","prototype_loop","comprehension=yes/no; meaning_lift_1_5; loop_completion","not_started","Show a simple flow: personal meaning prompt -> one daily action -> short reset -> avatar/identity change -> tomorrow hook. Ask participant to narrate what they think is happening and complete one simulated loop.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T04_P08","Habit and progress users","P08","ICP_D_T04","P0_top_two","positioning_test","preferred_concept; differentiation_1_5","not_started","Compare three one-line concepts: current tool, generic habit/coach app, and Alina angle: ""One meaningful action with forgiving visible progress, not another task manager."". Ask which they would try first and why.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T05_P08","Habit and progress users","P08","ICP_D_T05","P0_top_two","willingness_to_pay","current_paid_behavior=yes/no; acceptable_price_range; paid_feature_rank","not_started","Ask what they currently pay for in coaching|mindfulness, then test paid depth: richer analysis, custom rituals, advanced avatar/progress history, and coaching-style review.","","","","","","data_processed/icp_validation_test_plan.csv"
"ICP_D_T06_P08","Habit and progress users","P08","ICP_D_T06","P0_top_two","disconfirmation","fatal_objection=yes/no; top_objection","not_started","Ask directly: ""What would make this feel unsafe, cringe, manipulative, generic, or not for you?"" Probe against known risk: The free loop must demonstrate value before asking for deeper paid analysis or personalization.","","","","","","data_processed/icp_validation_test_plan.csv"
