review_rank,record_id,app_name,niche,platform,source_kind,keyword,rating,review_count,pricing_type,feature_tags,audience_tags,pillar_count,whitespace_score,source_url,manual_status,direct_threat_level,has_birthdate_or_spiritual_context,has_daily_action,has_reset_practice,has_avatar_progression,has_visible_progression,pricing_notes,review_notes
"70","CMP-006767","Myla : Manifest & Vision Board","avatar_identity","ios","app_store_search","identity transformation app","4.79321","648","free","manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/myla-manifest-vision-board/id1638650650?uo=4","pending","","","","","","","",""
"71","CMP-006768","Goddess・Women's Wellness Coach","avatar_identity","ios","app_store_search","identity transformation app","4.78756","885","free","manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|casual_gamers","5","8","https://apps.apple.com/us/app/goddess-womens-wellness-coach/id1527058035?uo=4","pending","","","","","","","",""
"72","CMP-006809","Mia Adora","avatar_identity","ios","app_store_search","identity transformation app","4.8","5","free","manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/mia-adora/id1663790612?uo=4","pending","","","","","","","",""
"73","CMP-006936","Miracle Morning Routine","avatar_identity","ios","app_store_search","personal growth avatar","4.8902","4982","free","manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/miracle-morning-routine/id1581511740?uo=4","pending","","","","","","","",""
"74","CMP-006946","Becoming Whole","avatar_identity","ios","app_store_search","personal growth avatar","4.61224","49","free","manifestation_spirituality|avatar_identity|photo_video_generation|coaching|habits_streaks|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|spiritual_seekers|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/becoming-whole/id6755015035?uo=4","pending","","","","","","","",""
"75","CMP-006948","Growth Spiral | Self evolution","avatar_identity","ios","app_store_search","personal growth avatar","5","4","free","manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/growth-spiral-self-evolution/id6448480238?uo=4","pending","","","","","","","",""
"76","CMP-007020","Flow Lab: Growth Mindset Coach","avatar_identity","ios","app_store_search","avatar coaching","4.83893","894","free","manifestation_spirituality|avatar_identity|coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/flow-lab-growth-mindset-coach/id1443895231?uo=4","pending","","","","","","","",""
"77","CMP-007427","PALs by Tavus: AI Companions","avatar_identity","ios","app_store_search","digital human app","4.62","50","free","ai|manifestation_spirituality|avatar_identity|photo_video_generation|coaching|mindfulness|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/pals-by-tavus-ai-companions/id6758316493?uo=4","pending","","","","","","","",""
"78","CMP-007622","Intuitive Life Coaching Oracle","coaching","ios","app_store_search","life coaching","4.89126","561","free","tarot_or_oracle|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|journaling_mood|gaming_progression|social_community","casual_gamers","5","8","https://apps.apple.com/us/app/intuitive-life-coaching-oracle/id662136391?uo=4","pending","","","","","","","",""
"79","CMP-007666","HootieLife: AI Wellness Coach","coaching","ios","app_store_search","life coaching","4.66667","12","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|casual_gamers","5","8","https://apps.apple.com/us/app/hootielife-ai-wellness-coach/id6744328233?uo=4","pending","","","","","","","",""
"80","CMP-007842","Zing AI: Home & Gym Workouts","coaching","ios","app_store_search","AI coach","4.77053","30671","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/zing-ai-home-gym-workouts/id1552207792?uo=4","pending","","","","","","","",""
"81","CMP-007868","ZOE Health: AI Meal Tracker","coaching","ios","app_store_search","AI coach","4.78486","6577","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","anxious_stressed_users|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/zoe-health-ai-meal-tracker/id1471632228?uo=4","pending","","","","","","","",""
"82","CMP-007870","Awaken: AI Coach & Inner Guide","coaching","ios","app_store_search","AI coach","5","26","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","anxious_stressed_users|casual_gamers|coaching_professionals","5","8","https://apps.apple.com/us/app/awaken-ai-coach-inner-guide/id6751529164?uo=4","pending","","","","","","","",""
"83","CMP-008054","Rosebud: AI Journal & Diary","coaching","ios","app_store_search","habit coach","4.89815","3034","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/rosebud-ai-journal-diary/id6451135127?uo=4","pending","","","","","","","",""
"84","CMP-008084","Motivate: Daily Motivation","coaching","ios","app_store_search","habit coach","4.79656","8307","free","tarot_or_oracle|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","anxious_stressed_users|self_improvement_users|casual_gamers|coaching_professionals","5","8","https://apps.apple.com/us/app/motivate-daily-motivation/id1068278823?uo=4","pending","","","","","","","",""
"85","CMP-008091","WinMode: Goal & Habit AI Coach","coaching","ios","app_store_search","habit coach","4.22222","9","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/winmode-goal-habit-ai-coach/id6749149092?uo=4","pending","","","","","","","",""
"86","CMP-008106","Eylo: AI Weight Loss Coach","coaching","ios","app_store_search","habit coach","4.75758","33","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/eylo-ai-weight-loss-coach/id6740247674?uo=4","pending","","","","","","","",""
"87","CMP-008217","Scroll Block: ScreenTime + VPN","coaching","ios","app_store_search","accountability app","4.65217","46","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","anxious_stressed_users|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/scroll-block-screentime-vpn/id6755958698?uo=4","pending","","","","","","","",""
"88","CMP-008791","Inner Journey: Meditate App","coaching","ios","app_store_search","mindset coach","4.6909","55","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/inner-journey-meditate-app/id1640697055?uo=4","pending","","","","","","","",""
"89","CMP-008829","Ricky Kalmon","coaching","ios","app_store_search","mindset coach","4.90986","355","free","tarot_or_oracle|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers|coaching_professionals","5","8","https://apps.apple.com/us/app/ricky-kalmon/id1511392642?uo=4","pending","","","","","","","",""
"90","CMP-008856","Pocket Insight Psychic Reading","coaching","ios","app_store_search","spiritual coach","4.65967","5195","free","astrology|tarot_or_oracle|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","spiritual_seekers|anxious_stressed_users|casual_gamers|coaching_professionals","5","8","https://apps.apple.com/us/app/pocket-insight-psychic-reading/id1567904684?uo=4","pending","","","","","","","",""
"91","CMP-008897","Gita Life Coach","coaching","ios","app_store_search","spiritual coach","0","0","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|self_improvement_users|casual_gamers|coaching_professionals","5","8","https://apps.apple.com/us/app/gita-life-coach/id6757371129?uo=4","pending","","","","","","","",""
"92","CMP-008924","Soulful Navigation","coaching","ios","app_store_search","spiritual coach","5","5","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|spiritual_seekers|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/soulful-navigation/id1641577381?uo=4","pending","","","","","","","",""
"93","CMP-008941","Sol - Inner Life & Wellbeing","coaching","ios","app_store_search","spiritual coach","4.87439","1234","free","astrology|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users|casual_gamers|coaching_professionals","5","8","https://apps.apple.com/us/app/sol-inner-life-wellbeing/id1474958416?uo=4","pending","","","","","","","",""
"94","CMP-009052","AI Friend & Companion: Allia","coaching","ios","app_store_search","AI life companion","4.4","30","free","ai|astrology|manifestation_spirituality|photo_video_generation|coaching|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|spiritual_seekers|anxious_stressed_users","5","8","https://apps.apple.com/us/app/ai-friend-companion-allia/id6747612883?uo=4","pending","","","","","","","",""
"95","CMP-009299","stoic. journal & mental health","coaching","ios","app_store_search","self improvement AI","4.8226","34617","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/stoic-journal-mental-health/id1312926037?uo=4","pending","","","","","","","",""
"96","CMP-009319","Spark AI: Chat with Characters","coaching","ios","app_store_search","self improvement AI","4.38462","91","free","ai|manifestation_spirituality|avatar_identity|photo_video_generation|coaching|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/spark-ai-chat-with-characters/id6757587521?uo=4","pending","","","","","","","",""
"97","CMP-009633","Day One: Daily Journal & Diary","coaching","ios","app_store_search","productivity coach","4.83061","116607","free","astrology|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","self_improvement_users","5","8","https://apps.apple.com/us/app/day-one-daily-journal-diary/id1044867788?uo=4","pending","","","","","","","",""
"98","CMP-009772","MindFi: Mind Fitness for All","coaching","ios","app_store_search","wellbeing coach","4.7027","148","free","tarot_or_oracle|photo_video_generation|coaching|habits_streaks|mindfulness|journaling_mood|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/mindfi-mind-fitness-for-all/id1237105346?uo=4","pending","","","","","","","",""
"99","CMP-009872","OtterLife: AI Health Tracker","coaching","ios","app_store_search","mental fitness app","4.52798","1108","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression","gen_z_creator_identity|anxious_stressed_users|self_improvement_users","5","8","https://apps.apple.com/us/app/otterlife-ai-health-tracker/id6475028592?uo=4","pending","","","","","","","",""
"100","CMP-009893","Daily Yoga: Yoga for Fitness®","coaching","ios","app_store_search","mental fitness app","4.71644","4320","free","ai|manifestation_spirituality|photo_video_generation|coaching|habits_streaks|mindfulness|gaming_progression|social_community","gen_z_creator_identity|anxious_stressed_users|self_improvement_users|casual_gamers","5","8","https://apps.apple.com/us/app/daily-yoga-yoga-for-fitness/id545849922?uo=4","pending","","","","","","","",""
